148.60335195530726, 9.614041288202003e-9
151.95530726256985, 6.113990876540346e-9
155.8659217877095, 3.4551072945922183e-9
158.659217877095, 1.9144819761699614e-9
164.24581005586595, 9.426684551178855e-10
168.7150837988827, 6.746209580926493e-10
178.77094972067042, 4.37547937507418e-10
189.38547486033522, 3.455107294592218e-10
198.88268156424581, 3.455107294592218e-10
208.37988826815646, 3.812383499514897e-10
218.4357541899441, 4.6415888336127727e-10
224.02234636871512, 5.541020330009503e-10
230.16759776536313, 5.651148921156608e-10
235.19553072625698, 6.614740641230159e-10
240.22346368715083, 8.543266059341142e-10
246.927374301676, 1.3700995912219932e-9
250.83798882681563, 1.9525325860315144e-9
253.07262569832406, 2.837863178136004e-9
254.74860335195532, 3.738088443841843e-9
